title,year,venue,doi,url,source,query,score
Obstacle Overcoming Gait Design for Quadruped Robot with Vision and Tactile Sensing Feedback,2021,"2021 4th International Conference on Robotics, Control and Automation Engineering (RCAE)",10.1109/rcae53607.2021.9638875,https://doi.org/10.1109/rcae53607.2021.9638875,crossref,unexpected contact robot tactile sensing,0.600
Partitioned Reconstruction of Contact Forces in Tactile Sensor Arrays for Robotic Sensing Systems,2021,"Proceedings of the 2nd International Conference on Robotics, Computer Vision and Intelligent Systems",10.5220/0010716200003061,https://doi.org/10.5220/0010716200003061,crossref,unexpected contact robot tactile sensing,0.600
Protrusion Type Slip Detection Soft Sensor and Application to Anthropomorphic Robot Hand,2021,2021 24th International Conference on Mechatronics Technology (ICMT),10.1109/icmt53429.2021.9687296,https://doi.org/10.1109/icmt53429.2021.9687296,crossref,slip detection tactile manipulation robot,0.600
Real-Time Slip Detection using Tactile Information,2021,2021 IEEE 9th Region 10 Humanitarian Technology Conference (R10-HTC),10.1109/r10-htc53172.2021.9641576,https://doi.org/10.1109/r10-htc53172.2021.9641576,crossref,slip detection tactile manipulation robot,0.600
Robot-Assisted Semi-Autonomous Ultrasound Imaging With Tactile Sensing and Convolutional Neural-Networks,2021,IEEE Transactions on Medical Robotics and Bionics,10.1109/tmrb.2020.3047154,https://doi.org/10.1109/tmrb.2020.3047154,crossref,unexpected contact robot tactile sensing,0.600
Robust Trajectory Tracking Control of an Uncertain Robot with Time-varying Error Constrains,2021,2021 China Automation Congress (CAC),10.1109/cac53003.2021.9727550,https://doi.org/10.1109/cac53003.2021.9727550,crossref,tactile prediction error robot control,0.600
Slip Detection and Compensation System for Mobile Robot in Heterogeneous Environment,2021,IFAC-PapersOnLine,10.1016/j.ifacol.2021.10.470,https://doi.org/10.1016/j.ifacol.2021.10.470,crossref,slip detection tactile manipulation robot,0.600
Slip Detection for Grasp Stabilization With a Multifingered Tactile Robot Hand,2021,IEEE Transactions on Robotics,10.1109/tro.2020.3031245,https://doi.org/10.1109/tro.2020.3031245,crossref,tactile contact detection robot manipulation,0.600
Tactile Slip Detection in the Wild Leveraging Distributed Sensing of both Normal and Shear Forces,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636602,https://doi.org/10.1109/iros51168.2021.9636602,crossref,slip detection tactile manipulation robot,0.600
Texture Identification of Objects Using a Robot Fingertip Module with Multimodal Tactile Sensing Capability,2021,Applied Sciences,10.3390/app11115256,https://doi.org/10.3390/app11115256,crossref,unexpected contact robot tactile sensing,0.600
Towards a Framework for Changing-Contact Robot Manipulation,2021,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
Towards an Online Framework for Changing-Contact Robot Manipulation Tasks,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636278,https://doi.org/10.1109/iros51168.2021.9636278,crossref,tactile contact detection robot manipulation,0.600
Uncertainty-aware deep learning for robot touch: Application to Bayesian tactile servo control,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9562077,https://doi.org/10.1109/icra48506.2021.9562077,crossref,tactile prediction error robot control,0.600
"Visiflex: A Low-Cost Compliant Tactile Fingertip for Force, Torque, and Contact Sensing",2021,IEEE Robotics and Automation Letters,10.1109/lra.2021.3061378,https://doi.org/10.1109/lra.2021.3061378,crossref,unexpected contact robot tactile sensing,0.600
A Contact-Safe Reinforcement Learning Framework for Contact-Rich Robot Manipulation,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981185,https://doi.org/10.1109/iros47612.2022.9981185,crossref,tactile contact detection robot manipulation,0.600
A Novel Tactile Sensor for Slip Detection Based on Relative Angular Velocity,2022,IEEE Sensors Letters,10.1109/lsens.2022.3194968,https://doi.org/10.1109/lsens.2022.3194968,crossref,slip detection tactile manipulation robot,0.600
A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,Science Robotics,10.1126/scirobotics.abm7187,https://doi.org/10.1126/scirobotics.abm7187,crossref,unexpected contact robot tactile sensing,0.600
A survey of robot manipulation in contact,2022,Robotics and Autonomous Systems,10.1016/j.robot.2022.104224,https://doi.org/10.1016/j.robot.2022.104224,crossref,tactile contact detection robot manipulation,0.600
Aerial Manipulation Using Contact with the Environment by Thrust Vectorable Multilinked Aerial Robot,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9811948,https://doi.org/10.1109/icra46639.2022.9811948,crossref,tactile contact detection robot manipulation,0.600
BaroTac: Barometric Three-Axis Tactile Sensor with Slip Detection Capability,2022,Sensors,10.3390/s23010428,https://doi.org/10.3390/s23010428,crossref,slip detection tactile manipulation robot,0.600
Composite error-based intelligent smooth sliding mode control of a dual parallel robot for automobile electro-coating conveying,2022,Measurement and Control,10.1177/00202940221118130,https://doi.org/10.1177/00202940221118130,crossref,tactile prediction error robot control,0.600
Contact Force Distribution Predictive Control System in Wearable Robot with Tactile Sensor,2022,Transactions of the Society of Instrument and Control Engineers,10.9746/sicetr.58.221,https://doi.org/10.9746/sicetr.58.221,crossref,proprioception tactile contact anomaly robot,0.600
Development of Triaxis Electromagnetic Tactile Sensor With Adjustable Sensitivity and Measurement Range for Robot Manipulation,2022,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2022.3159912,https://doi.org/10.1109/tim.2022.3159912,crossref,tactile contact detection robot manipulation,0.600
Development of robotic hand tactile sensing system for distributed contact force sensing in robotic dexterous multimodal grasping,2022,International Journal of Intelligent Robotics and Applications,10.1007/s41315-022-00260-0,https://doi.org/10.1007/s41315-022-00260-0,crossref,unexpected contact robot tactile sensing,0.600
Human-Robot Contact Detection in Assembly Tasks,2022,2022 7th International Conference on Mechanical Engineering and Robotics Research (ICMERR),10.1109/icmerr56497.2022.10097827,https://doi.org/10.1109/icmerr56497.2022.10097827,crossref,contact event detection tactile robot,0.600
Incipient Slip Detection Using Injected Vibration in Biomimetic Tactile Sensor,2022,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2022.2p1-o02,https://doi.org/10.1299/jsmermd.2022.2p1-o02,crossref,slip detection tactile manipulation robot,0.600
Incipient Slip Detection for Rectilinear Movements using the PapillArray Tactile Sensor,2022,2022 IEEE Sensors,10.1109/sensors52175.2022.9967096,https://doi.org/10.1109/sensors52175.2022.9967096,crossref,slip detection tactile manipulation robot,0.600
Incipient slip detection method for soft objects with vision-based tactile sensor,2022,Measurement,10.1016/j.measurement.2022.111906,https://doi.org/10.1016/j.measurement.2022.111906,crossref,slip detection tactile manipulation robot,0.600
Learning-Based Slip Detection for Robotic Fruit Grasping and Manipulation under Leaf Interference,2022,Sensors,10.3390/s22155483,https://doi.org/10.3390/s22155483,crossref,slip detection tactile manipulation robot,0.600
Leveraging distributed contact force measurements for slip detection: a physics-based approach enabled by a data-driven tactile sensor,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9812186,https://doi.org/10.1109/icra46639.2022.9812186,crossref,slip detection tactile manipulation robot,0.600
Model-based contact detection and position control of a fabric soft robot in unknown environments,2022,Frontiers in Robotics and AI,10.3389/frobt.2022.997366,https://doi.org/10.3389/frobt.2022.997366,crossref,tactile contact detection robot manipulation,0.600
Pose error prediction and real-time compensation of a 5-DOF hybrid robot,2022,Mechanism and Machine Theory,10.1016/j.mechmachtheory.2022.104737,https://doi.org/10.1016/j.mechmachtheory.2022.104737,crossref,tactile prediction error robot control,0.600
Punyo-1: Soft tactile-sensing upper-body robot for large object manipulation and physical human interaction,2022,2022 IEEE 5th International Conference on Soft Robotics (RoboSoft),10.1109/robosoft54090.2022.9762117,https://doi.org/10.1109/robosoft54090.2022.9762117,crossref,tactile contact detection robot manipulation,0.600
Self-Moving Parallel Speleological Robot with Spatial Tactile System of Recognition Contact Surface,2022,"Studies in Systems, Decision and Control",10.1007/978-3-030-97004-8_5,https://doi.org/10.1007/978-3-030-97004-8_5,crossref,tactile contact detection robot manipulation,0.600
Sim-to-Real for High-Resolution Optical Tactile Sensing: From Images to Three-Dimensional Contact Force Distributions,2022,Soft Robotics,10.1089/soro.2020.0213,https://doi.org/10.1089/soro.2020.0213,crossref,unexpected contact robot tactile sensing,0.600
Simultaneous Contact Location and Object Pose Estimation Using Proprioception and Tactile Feedback,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981762,https://doi.org/10.1109/iros47612.2022.9981762,crossref,proprioception tactile contact anomaly robot,0.600
"Soft, All‐Polymer Optoelectronic Tactile Sensor for Stick‐Slip Detection",2022,Advanced Materials Technologies,10.1002/admt.202200406,https://doi.org/10.1002/admt.202200406,crossref,slip detection tactile manipulation robot,0.600
Tactile-Based Task Definition Through Edge Contact Formation Setpoints for Object Exploration and Manipulation,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3154478,https://doi.org/10.1109/lra.2022.3154478,crossref,tactile contact detection robot manipulation,0.600
VibroTouch: Active Tactile Sensor for Contact Detection and Force Sensing via Vibrations,2022,Sensors,10.3390/s22176456,https://doi.org/10.3390/s22176456,crossref,tactile contact detection robot manipulation,0.600
Vision-based tactile sensing using multiple contact images generated by re-propagated frustrated total internal reflections,2022,"2022 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/smc53654.2022.9945094,https://doi.org/10.1109/smc53654.2022.9945094,crossref,unexpected contact robot tactile sensing,0.600
Whisker-Inspired Tactile Sensing for Contact Localization on Robot Manipulators,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9982122,https://doi.org/10.1109/iros47612.2022.9982122,crossref,tactile contact detection robot manipulation,0.600
Whole-Body Compliant Control of Robot Arms Based on Distributed Flexible Tactile Electronic Skin,2022,International Journal of Humanoid Robotics,10.1142/s0219843622500141,https://doi.org/10.1142/s0219843622500141,crossref,tactile prediction error robot control,0.600
A Multimodal Pipeline for Grasping Fabrics from Flat Surfaces with Tactile Slip and Fall Detection,2023,2023 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio58561.2023.10354620,https://doi.org/10.1109/robio58561.2023.10354620,crossref,slip detection tactile manipulation robot,0.600
A Slip Detection Algorithm for Rectilinear and Rotational Movements using the PapillArray Tactile Sensor,2023,,10.36227/techrxiv.22651894.v1,https://doi.org/10.36227/techrxiv.22651894.v1,crossref,slip detection tactile manipulation robot,0.600
A Vision-Based Tactile Sensing System for Multimodal Contact Information Perception via Neural Network,2023,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.600
Advanced polymer materials‐based electronic skins for tactile and non‐contact sensing applications,2023,InfoMat,10.1002/inf2.12424,https://doi.org/10.1002/inf2.12424,crossref,unexpected contact robot tactile sensing,0.600
An Adaptive Framework for Trajectory Following in Changing-Contact Robot Manipulation Tasks,2023,,10.2139/ssrn.4538599,https://doi.org/10.2139/ssrn.4538599,crossref,tactile contact detection robot manipulation,0.600
Application of tactile sensing in human-computer interaction in robot-assisted surgery and medical fields,2023,Theoretical and Natural Science,10.54254/2753-8818/17/20240647,https://doi.org/10.54254/2753-8818/17/20240647,crossref,unexpected contact robot tactile sensing,0.600
Cme-Epc: A Coarse-Mechanism Embedded Error Prediction and Compensation Framework for Robot Multi-Condition Tasks,2023,,10.2139/ssrn.4429375,https://doi.org/10.2139/ssrn.4429375,crossref,tactile prediction error robot control,0.600
Cyclic Fusion of Measuring Information in Curved Elastomer Contact via Vision-Based Tactile Sensing,2023,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.600
Detection of tactile-based error-related potentials (ErrPs) in human-robot interaction,2023,Frontiers in Neurorobotics,10.3389/fnbot.2023.1297990,https://doi.org/10.3389/fnbot.2023.1297990,crossref,tactile contact detection robot manipulation,0.600
"Effects of Sensing Tactile Arrays, Shear Force, and Proprioception of Robot on Texture Recognition",2023,Sensors,10.3390/s23063201,https://doi.org/10.3390/s23063201,crossref,unexpected contact robot tactile sensing,0.600
Enabling Robot Manipulation of Soft and Rigid Objects with Vision-based Tactile Sensors,2023,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),10.1109/case56687.2023.10260563,https://doi.org/10.1109/case56687.2023.10260563,crossref,tactile contact detection robot manipulation,0.600
Error Prediction of a Differential Drive Wheeled Robot with a Swivel Caster Wheel,2023,IFAC-PapersOnLine,10.1016/j.ifacol.2023.10.394,https://doi.org/10.1016/j.ifacol.2023.10.394,crossref,tactile prediction error robot control,0.600
Exploring tactile sensing to perform the power grasp of a human-robot handshake,2023,2023 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),10.1109/icarsc58346.2023.10129544,https://doi.org/10.1109/icarsc58346.2023.10129544,crossref,unexpected contact robot tactile sensing,0.600
Feel the Point Clouds: Traversability Prediction and Tactile Terrain Detection Information for an Improved Human-Robot Interaction,2023,2023 32nd IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man57019.2023.10309349,https://doi.org/10.1109/ro-man57019.2023.10309349,crossref,tactile contact detection robot manipulation,0.600
Finger-inspired Tactile Sensor for Three-axis Force Perception and Slip Detection,2023,2023 IEEE 6th International Conference on Electronic Information and Communication Technology (ICEICT),10.1109/iceict57916.2023.10245000,https://doi.org/10.1109/iceict57916.2023.10245000,crossref,slip detection tactile manipulation robot,0.600
Foldable Forceps with Tactile Sensor Array for Tissue Identification and Suture Needle Status Detection for Surgical Robot,2023,"2023 IEEE 11th International Conference on Information, Communication and Networks (ICICN)",10.1109/icicn59530.2023.10393826,https://doi.org/10.1109/icicn59530.2023.10393826,crossref,contact event detection tactile robot,0.600
GTac-Hand: A Robotic Hand With Integrated Tactile Sensing and Extrinsic Contact Sensing Capabilities,2023,IEEE/ASME Transactions on Mechatronics,10.1109/tmech.2023.3264650,https://doi.org/10.1109/tmech.2023.3264650,crossref,unexpected contact robot tactile sensing,0.600
"GelSight Svelte Hand: A Three-finger, Two-DoF, Tactile-rich, Low-cost Robot Hand for Dexterous Manipulation",2023,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
GelSight Svelte: A Human Finger-Shaped Single-Camera Tactile Robot Finger with Large Sensing Coverage and Proprioceptive Sensing,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros55552.2023.10341646,https://doi.org/10.1109/iros55552.2023.10341646,crossref,unexpected contact robot tactile sensing,0.600
Human Robot Interaction with Triboelectric Nanogenerator for Tactile Sensing,2023,2023 9th International Conference on Mechatronics and Robotics Engineering (ICMRE),10.1109/icmre56789.2023.10106577,https://doi.org/10.1109/icmre56789.2023.10106577,crossref,unexpected contact robot tactile sensing,0.600
Improving Generalization in Facial Manipulation Detection Using Image Noise Residuals and Temporal Features,2023,2023 IEEE International Conference on Image Processing (ICIP),10.1109/icip49359.2023.10222043,https://doi.org/10.1109/icip49359.2023.10222043,crossref,haptic residuals contact detection manipulation,0.600
MRT-Net: Auto-adaptive weighting of manipulation residuals and texture clues for face manipulation detection,2023,Expert Systems with Applications,10.1016/j.eswa.2023.120898,https://doi.org/10.1016/j.eswa.2023.120898,crossref,haptic residuals contact detection manipulation,0.600
MimicTouch: Leveraging Multi-modal Human Tactile Demonstrations for Contact-rich Manipulation,2023,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
Mobile Robot Manipulation using Pure Object Detection,2023,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),10.1109/wacv56688.2023.00063,https://doi.org/10.1109/wacv56688.2023.00063,crossref,tactile contact detection robot manipulation,0.600
Model-Prediction Based Terminal Sliding Mode Control for Biped Robot with External Disturbance,2023,2023 42nd Chinese Control Conference (CCC),10.23919/ccc58697.2023.10239934,https://doi.org/10.23919/ccc58697.2023.10239934,crossref,tactile prediction error robot control,0.600
Multimodal Barometric and Inertial Measurement Unit-Based Tactile Sensor for Robot Control,2023,IEEE Sensors Journal,10.1109/jsen.2022.3229227,https://doi.org/10.1109/jsen.2022.3229227,crossref,tactile prediction error robot control,0.600
Neural Contact Fields: Tracking Extrinsic Contact with Tactile Sensing,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48891.2023.10160526,https://doi.org/10.1109/icra48891.2023.10160526,crossref,unexpected contact robot tactile sensing,0.600
Non-contact automatic COVID-19 nucleic acid detection robot,2023,Applied and Computational Engineering,10.54254/2755-2721/5/20230726,https://doi.org/10.54254/2755-2721/5/20230726,crossref,contact event detection tactile robot,0.600
PnuTac: A Vision-Based Pneumatic Tactile Sensor for Slip Detection and Object Classification,2023,2023 29th International Conference on Mechatronics and Machine Vision in Practice (M2VIP),10.1109/m2vip58386.2023.10413420,https://doi.org/10.1109/m2vip58386.2023.10413420,crossref,slip detection tactile manipulation robot,0.600
Robot teaching system based on hand-robot contact state detection and motion intention recognition,2023,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2022.102492,https://doi.org/10.1016/j.rcim.2022.102492,crossref,contact event detection tactile robot,0.600
Robotic Slip Detection with Visual-Tactile Fusion Based on 3D Attention Mechanism,2023,"2023 International Conference on Image Processing, Computer Vision and Machine Learning (ICICML)",10.1109/icicml60161.2023.10424847,https://doi.org/10.1109/icicml60161.2023.10424847,crossref,slip detection tactile manipulation robot,0.600
Slip Detection through Fusion of Visual-Tactile Data using Swin Transformer V2,2023,2023 8th International Conference on Integrated Circuits and Microsystems (ICICM),10.1109/icicm59499.2023.10365811,https://doi.org/10.1109/icicm59499.2023.10365811,crossref,slip detection tactile manipulation robot,0.600
SonicFinger: Pre-touch and Contact Detection Tactile Sensor for Reactive Pregrasping,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48891.2023.10161074,https://doi.org/10.1109/icra48891.2023.10161074,crossref,contact event detection tactile robot,0.600
Spectro-Temporal Recurrent Neural Network for Robotic Slip Detection with Piezoelectric Tactile Sensor,2023,2023 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),10.1109/aim46323.2023.10196263,https://doi.org/10.1109/aim46323.2023.10196263,crossref,slip detection tactile manipulation robot,0.600
TIRgel: A Visuo-Tactile Sensor With Total Internal Reflection Mechanism for External Observation and Contact Detection,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3306670,https://doi.org/10.1109/lra.2023.3306670,crossref,tactile contact detection robot manipulation,0.600
TacGNN: Learning Tactile-Based In-Hand Manipulation With a Blind Robot Using Hierarchical Graph Neural Network,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3264759,https://doi.org/10.1109/lra.2023.3264759,crossref,tactile contact detection robot manipulation,0.600
TacGNN:Learning Tactile-based In-hand Manipulation with a Blind Robot,2023,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
TactiGraph: An Asynchronous Graph Neural Network for Contact Angle Prediction Using Neuromorphic Vision-Based Tactile Sensing,2023,,10.20944/preprints202304.0133.v1,https://doi.org/10.20944/preprints202304.0133.v1,crossref,unexpected contact robot tactile sensing,0.600
Tactile sensing for physical human-robot interaction in shared payload tasks,2023,Human-Robot Collaboration: Unlocking the potential for industrial applications,10.1049/pbce134e_ch7,https://doi.org/10.1049/pbce134e_ch7,crossref,unexpected contact robot tactile sensing,0.600
Towards Open-Set Material Recognition using Robot Tactile Sensing,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48891.2023.10161108,https://doi.org/10.1109/icra48891.2023.10161108,crossref,unexpected contact robot tactile sensing,0.600
Variable Admittance Human-Robot Collaborative Control Based on Motion Intention Prediction,2023,"Proceedings of the 2nd International Seminar on Artificial Intelligence, Networking and Information Technology",10.5220/0012274400003807,https://doi.org/10.5220/0012274400003807,crossref,tactile prediction error robot control,0.600
Vertical error control for the façade-cleaning robot equipped on a gondola,2023,Mechatronics,10.1016/j.mechatronics.2023.102945,https://doi.org/10.1016/j.mechatronics.2023.102945,crossref,tactile prediction error robot control,0.600
Visuo-Tactile Feedback-Based Robot Manipulation for Object Packing,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3236884,https://doi.org/10.1109/lra.2023.3236884,crossref,tactile contact detection robot manipulation,0.600
Visuo-tactile pose tracking method for in-hand robot manipulation tasks of quotidian objects,2023,Sixteenth International Conference on Quality Control by Artificial Vision,10.1117/12.2690812,https://doi.org/10.1117/12.2690812,crossref,tactile contact detection robot manipulation,0.600
A Multiple Contact Flexible Strain Mapping Sensor for Tactile Sensing,2024,,10.22541/au.171386960.08601352/v1,https://doi.org/10.22541/au.171386960.08601352/v1,crossref,unexpected contact robot tactile sensing,0.600
A soft robot tactile fingertip for grasping surface posture detection,2024,Smart Materials and Structures,10.1088/1361-665x/ad469f,https://doi.org/10.1088/1361-665x/ad469f,crossref,contact event detection tactile robot,0.600
Acoustic tactile sensing for mobile robot wheels,2024,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.600
An accurate prediction method of robot machining deformation error under force-position data fusion,2024,2024 International Conference on Intelligent Robotics and Automatic Control (IRAC),10.1109/irac63143.2024.10871661,https://doi.org/10.1109/irac63143.2024.10871661,crossref,tactile prediction error robot control,0.600
An online prediction and compensation method for robot position errors embedded with error-motion correlation,2024,Measurement,10.1016/j.measurement.2024.114866,https://doi.org/10.1016/j.measurement.2024.114866,crossref,tactile prediction error robot control,0.600
Contact Force Estimation by Fusing Current and Tactile Information Through KF for Robot Arm,2024,2024 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio64047.2024.10907710,https://doi.org/10.1109/robio64047.2024.10907710,crossref,tactile contact detection robot manipulation,0.600
Contact-Rich <i>SE(3)</i>-Equivariant Robot Manipulation Task Learning via Geometric Impedance Control,2024,IEEE Robotics and Automation Letters,10.1109/lra.2023.3346748,https://doi.org/10.1109/lra.2023.3346748,crossref,tactile contact detection robot manipulation,0.600
DIFFTACTILE: A Physics-based Differentiable Tactile Simulator for Contact-rich Robotic Manipulation,2024,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
Design and Robot Autonomous Wearing of Tactile Perception Nose Clip for Human Respiration Rate Detection,2024,2024 IEEE 25th China Conference on System Simulation Technology and its Application (CCSSTA),10.1109/ccssta62096.2024.10691787,https://doi.org/10.1109/ccssta62096.2024.10691787,crossref,contact event detection tactile robot,0.600
FOTS: A Fast Optical Tactile Simulator for Sim2Real Learning of Tactile-Motor Robot Manipulation Skills,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3396665,https://doi.org/10.1109/lra.2024.3396665,crossref,tactile contact detection robot manipulation,0.600
High‐Load Capable Soft Tactile Sensors: Incorporating Magnetorheological Elastomer for Accurate Contact Detection and Classification of Asymmetric Mechanical Components,2024,Advanced Intelligent Systems,10.1002/aisy.202400275,https://doi.org/10.1002/aisy.202400275,crossref,contact event detection tactile robot,0.600
Human-Robot Collaborative Cable-Suspended Manipulation with Contact Distinction,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3511396,https://doi.org/10.1109/lra.2024.3511396,crossref,tactile contact detection robot manipulation,0.600
Intersection-Free Robot Manipulation With Soft-Rigid Coupled Incremental Potential Contact,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3381012,https://doi.org/10.1109/lra.2024.3381012,crossref,tactile contact detection robot manipulation,0.600
Invariant Smoother for Legged Robot State Estimation With Dynamic Contact Event Information,2024,IEEE Transactions on Robotics,10.1109/tro.2023.3328202,https://doi.org/10.1109/tro.2023.3328202,crossref,contact event detection tactile robot,0.600
Learned Slip-Detection-Severity Framework using Tactile Deformation Field Feedback for Robotic Manipulation,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802687,https://doi.org/10.1109/iros58592.2024.10802687,crossref,tactile contact detection robot manipulation,0.600
Machine Learning Versus Deep Learning for Contact Detection in Human-Robot Collaboration,2024,Al-Iraqia Journal of Scientific Engineering Research,10.58564/ijser.3.3.2024.234,https://doi.org/10.58564/ijser.3.3.2024.234,crossref,contact event detection tactile robot,0.600
Marker or Markerless? Mode-Switchable Optical Tactile Sensing for Diverse Robot Tasks,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3448208,https://doi.org/10.1109/lra.2024.3448208,crossref,unexpected contact robot tactile sensing,0.600
Masked Visual-Tactile Pre-training for Robot Manipulation,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610933,https://doi.org/10.1109/icra57147.2024.10610933,crossref,tactile contact detection robot manipulation,0.600
Multidirectional slip detection and avoidance using dynamic 3D tactile meshes from visuotactile sensors,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802378,https://doi.org/10.1109/iros58592.2024.10802378,crossref,slip detection tactile manipulation robot,0.600
Multimodal Detection and Classification of Robot Manipulation Failures,2024,IEEE Robotics and Automation Letters,10.1109/lra.2023.3346270,https://doi.org/10.1109/lra.2023.3346270,crossref,tactile contact detection robot manipulation,0.600
Multiphysics simulation and design framework for developing a vision-based tactile sensor with force estimation and slip detection capabilities,2024,Sensors and Actuators A: Physical,10.1016/j.sna.2024.115761,https://doi.org/10.1016/j.sna.2024.115761,crossref,slip detection tactile manipulation robot,0.600
"Multipoint Contact Detection for Rigid-Soft Finger Without Tactile Sensor, Using Domain Adaption Combined Network",2024,IEEE Transactions on Industrial Electronics,10.1109/tie.2023.3342310,https://doi.org/10.1109/tie.2023.3342310,crossref,contact event detection tactile robot,0.600
"Optical Tactile Sensing for Aerial Multi-Contact Interaction: Design, Integration, and Evaluation",2024,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.600
Prediction of Touch-Trigger Probing Error Profiles by a Six-Axis Robot,2024,2024 International Symposium on Flexible Automation,10.1115/isfa2024-138946,https://doi.org/10.1115/isfa2024-138946,crossref,tactile prediction error robot control,0.600
RTTF: Rapid Tactile Transfer Framework for Contact-Rich Manipulation Tasks,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801764,https://doi.org/10.1109/iros58592.2024.10801764,crossref,tactile contact detection robot manipulation,0.600
Robot Trajectron: Trajectory Prediction-based Shared Control for Robot Manipulation,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10611507,https://doi.org/10.1109/icra57147.2024.10611507,crossref,tactile prediction error robot control,0.600
Robot screwing state detection based on tactile sequences,2024,2024 IEEE 19th Conference on Industrial Electronics and Applications (ICIEA),10.1109/iciea61579.2024.10664903,https://doi.org/10.1109/iciea61579.2024.10664903,crossref,tactile contact detection robot manipulation,0.600
Robust Learning-Based Incipient Slip Detection Using the PapillArray Optical Tactile Sensor for Improved Robotic Gripping,2024,IEEE Robotics and Automation Letters,10.1109/lra.2023.3347141,https://doi.org/10.1109/lra.2023.3347141,crossref,slip detection tactile manipulation robot,0.600
STNet: Spatio-Temporal Fusion-Based SelfAttention for Slip Detection in Visuo-Tactile Sensors,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610734,https://doi.org/10.1109/icra57147.2024.10610734,crossref,slip detection tactile manipulation robot,0.600
Scott–Russel Linkage‐Based Triboelectric Self‐Powered Sensor for Contact Material‐Independent Force Sensing and Tactile Recognition,2024,Small,10.1002/smll.202403394,https://doi.org/10.1002/smll.202403394,crossref,unexpected contact robot tactile sensing,0.600
Sensing expectation enables simultaneous proprioception and contact detection in an intelligent soft continuum robot,2024,Nature Communications,10.1038/s41467-024-54327-6,https://doi.org/10.1038/s41467-024-54327-6,crossref,proprioception tactile contact anomaly robot,0.600
Shape-Changing Soft Robotic Skin with Vision-based Tactile Sensing for Human-Robot Interaction,2024,2024 IEEE-RAS 23rd International Conference on Humanoid Robots (Humanoids),10.1109/humanoids58906.2024.10769816,https://doi.org/10.1109/humanoids58906.2024.10769816,crossref,unexpected contact robot tactile sensing,0.600
